short_name,player_positions,overall,preferred_foot,weak_foot,skill_moves,player_traits,pace,shooting,passing,dribbling,defending,physic
Roberto Firmino,"CF, ST",82,Right,4,5,"Pinged Pass, Technical, Flair, First Touch",70,77,79,87,58,77
Iñigo Martínez,CB,82,Left,3,2,"Long Ball Pass, Slide Tackle",71,56,67,61,82,80
S. Savić,CB,82,Right,3,2,"Power Header, Aerial",64,35,57,57,85,80
Carvajal,RB,82,Right,3,3,"Whipped Cross, Block",82,54,76,79,77,79
M. Kovačić,"CM, CDM",82,Right,4,4,"Incisive Pass +, Pinged Pass, Flair, Press Proven",69,69,82,87,71,70
R. Guerreiro,"LB, LM, CM",82,Left,2,4,"Tiki Taka +, Intercept, Technical, Flair, First Touch, Trivela",65,78,85,88,76,55
F. Schär,CB,82,Right,3,2,"Power Shot, Long Ball Pass",54,68,75,73,84,77
Otávio,"RM, LM",82,Right,3,4,"Pinged Pass, Incisive Pass, Tiki Taka, Technical, Flair, First Touch, Relentless",78,70,81,85,66,74
Gayà,"LB, LWB",82,Left,3,4,"Anticipate, Technical",81,61,77,79,78,74
M. Flekken,GK,82,Right,4,1,Footwork,"",,"",,"",
V. Grifo,"LM, CF, CAM",82,Right,2,4,"Whipped Cross +, Dead Ball, Technical, Flair, Trivela",71,80,83,81,40,64
R. Andrich,"CDM, CM",82,Right,4,3,"Power Shot, Anticipate, Bruiser, Relentless, Trivela",57,76,76,73,81,85
João Mário,"RM, LM, CM",82,Right,4,3,"Pinged Pass, Technical, First Touch",70,79,81,83,69,70
Ricardo Horta,"CAM, CF, RM",82,Right,3,3,"Finesse Shot, Power Shot, Incisive Pass, Tiki Taka, First Touch",80,83,80,80,43,70
Á. Correa,"ST, RM",82,Right,4,4,"Technical, Flair, Trivela",85,84,77,86,50,75
S. Fofana,CM,82,Right,4,4,"Power Shot, Pinged Pass, Press Proven, Relentless",71,77,76,80,73,86
J. Ledesma,GK,82,Right,2,1,"",,"",,"",,
M. Zaccagni,LW,82,Right,4,4,"Technical, Flair, Trivela",87,77,74,88,57,67
I. Provedel,GK,82,Right,2,1,Far Throw,"",,"",,"",
F. Mendy,LB,82,Left,5,4,"Block, Rapid, Flair",92,64,76,77,77,86
Lucas Mantela,GK,82,Right,3,1,"",,"",,"",,
Josué Chiamulera,CB,82,Right,3,2,"",78,43,56,64,84,79
Javi Galán,"LB, LWB",82,Left,2,4,"Anticipate, Rapid",81,56,77,83,79,72
Isi Palazón,RM,82,Left,3,3,"Rapid, First Touch",84,79,79,82,39,64
É. Mendy,GK,82,Right,2,1,"",,"",,"",,
M. Taremi,"ST, CF",82,Right,4,4,"Flair, First Touch, Press Proven",78,81,76,81,38,74
Balde,"LB, RB",81,Left,4,3,"Jockey, Anticipate, Quick Step",91,48,73,78,75,64
I. Konaté,CB,81,Right,2,3,"Block, Bruiser, Aerial",77,34,57,68,82,82
João Félix,"CF, ST, LW",81,Right,4,5,"Technical, Flair, First Touch, Trivela",81,79,78,85,40,67
Sancet,"CAM, CM, ST",81,Right,4,4,"Technical, Trivela",73,77,77,82,61,73
Antony,"RW, RM",81,Left,2,5,"Finesse Shot, Technical, Flair, Trickster, Trivela",83,76,74,87,46,73
A. Isak,"ST, LW",81,Right,5,4,"Rapid, Flair, Quick Step, Trivela",83,81,72,84,39,72
S. Chukwueze,"RW, RM",81,Left,2,4,"Rapid, Flair, Quick Step",89,75,74,84,36,63
M. Ugarte,"CDM, CM",81,Right,3,3,"Intercept, Slide Tackle, Bruiser",72,64,73,77,77,80
E. Tapsoba,CB,81,Right,3,2,"Power Header, Long Ball Pass",75,54,65,70,82,79
D. Kulusevski,RW,81,Left,3,4,"Finesse Shot, Flair",76,77,80,84,56,75
D. Calabria,"RB, RWB",81,Right,3,3,"",79,57,71,77,79,73
B. Chilwell,"LB, LWB",81,Left,3,3,Jockey,74,60,78,78,77,73
M. Mount,"CAM, RW, CM",81,Right,4,3,"",72,79,82,80,56,67
X. Schlager,"CDM, CM",81,Left,3,3,"Slide Tackle, Bruiser, Relentless",74,70,74,78,75,80
Lucas Paquetá,"CAM, CM",81,Left,4,5,"Technical, Flair, First Touch, Trivela",72,77,79,84,69,76
I. Sangaré,"CDM, CM",81,Right,4,3,"Bruiser, Press Proven",66,66,74,75,81,86
E. Álvarez,"CDM, CB",81,Right,3,2,"Power Header, Anticipate, Slide Tackle, Bruiser, Aerial",68,58,68,70,82,87
N. González,"RW, LW",81,Left,2,4,"Technical, First Touch, Trivela",87,76,73,83,45,64
Pedro Porro,"RB, RWB",81,Right,3,3,"Whipped Cross, Rapid, Relentless",82,73,77,81,74,77
J. David,ST,81,Right,5,3,"Quick Step, Relentless, Trivela",82,81,71,78,34,75
B. Samba,GK,81,Left,3,1,Far Throw,"",,"",,"",
Kepa,GK,81,Right,4,1,"Far Throw, Footwork","",,"",,"",
O. Vlachodimos,GK,81,Right,3,1,Footwork,"",,"",,"",
A. Lookman,"ST, RM, RW",81,Right,4,4,"Dead Ball, Pinged Pass, Technical, Flair, First Touch",86,81,69,85,30,67
Beto,ST,81,Right,3,3,Rapid,86,79,59,75,25,84
B. Cristante,"CDM, CM",81,Right,4,3,"Long Ball Pass, Relentless",53,73,78,75,78,82
N. Aké,"CB, LB",81,Left,3,2,"",75,53,72,74,82,77
J. Tah,CB,81,Right,4,2,"",67,37,59,61,81,85
A. Saint-Maximin,"LM, LW",81,Right,4,5,"Trickster +, Technical, Flair, Quick Step",89,73,73,88,29,68
Malcom,RM,81,Left,3,4,"Pinged Pass, Rapid, Flair",83,79,78,84,28,66
E. Skhiri,"CDM, CM",81,Right,3,3,"Long Ball Pass, Intercept, Slide Tackle, Press Proven, Relentless",63,73,74,76,80,76
G. Lo Celso,"CAM, ST",81,Left,3,4,"Finesse Shot, Pinged Pass, Long Ball Pass, Technical, Flair, Trivela",70,75,83,84,68,73
Yeray,CB,81,Right,3,2,"Intercept, Slide Tackle",64,49,68,65,83,76
D. Kamada,"CAM, CM, CF",81,Right,4,3,"Technical, Flair",79,73,80,83,54,64
D. Dumfries,"RWB, RM",81,Right,3,2,"Whipped Cross, Block, Rapid, Quick Step, Long Throw",83,63,70,73,78,89
Brais Méndez,"CM, CAM, RM",81,Left,3,4,"Finesse Shot, Dead Ball, Tiki Taka, Technical",71,80,82,81,65,73
A. Danjuma,"ST, LM",81,Right,4,4,"Power Shot, Rapid, Flair",86,81,76,83,44,67
M. Terrier,"LM, ST",81,Right,3,3,"Finesse Shot, Rapid, Aerial",84,82,75,79,36,72
A. Al Musrati,"CDM, CM",81,Right,2,2,"Incisive Pass, Long Ball Pass, Intercept, Anticipate, Bruiser, Relentless",62,66,71,71,80,84
Pepe,CB,81,Right,3,2,"Jockey, Anticipate, Slide Tackle, Bruiser, Aerial",75,51,60,61,81,87
G. Ochoa,GK,81,Right,3,1,"Far Throw, Footwork","",,"",,"",
Raúl Albiol,CB,81,Right,3,2,"Long Ball Pass, Slide Tackle",36,41,62,63,85,68
K. Schmeichel,GK,81,Right,3,1,Footwork,"",,"",,"",
I. Rakitić,"CM, CDM",81,Right,4,3,"Power Shot, Tiki Taka, Press Proven, Trivela",50,79,84,78,74,70
D. Mertens,"CF, CAM",81,Right,4,4,"Finesse Shot, Pinged Pass, Flair, First Touch",76,80,80,83,40,49
Rui Patrício,GK,81,Left,2,1,"",,"",,"",,
E. Capoue,"CM, CDM",81,Right,3,3,"",50,75,78,75,79,78
S. Kjær,CB,81,Right,3,2,Long Ball Pass,59,54,64,60,83,76
T. Alderweireld,CB,81,Right,3,2,"Power Header, Long Ball Pass, Anticipate",54,61,74,67,83,79
A. Sánchez,ST,81,Right,4,4,"Pinged Pass, Technical, Flair",71,83,80,85,48,66
Muniain,"CAM, LM",81,Right,3,4,"Finesse Shot, Pinged Pass, Technical, First Touch, Trivela",80,74,81,85,51,60
L. Hrádecký,GK,81,Right,3,1,Footwork,"",,"",,"",
N. Matić,"CDM, CM",81,Left,3,3,"Long Ball Pass, Bruiser, Press Proven",34,67,77,77,79,78
B. Leno,GK,81,Right,3,1,"",,"",,"",,
H. Mkhitaryan,"CAM, CM",81,Right,5,4,"Finesse Shot, Pinged Pass, Flair, Trivela",78,79,79,83,56,72
S. Coates,CB,81,Right,3,2,"Long Ball Pass, Slide Tackle, Aerial",66,49,55,62,82,88
L. Insigne,"LW, CF, LM",81,Right,4,4,"Finesse Shot, Technical, Flair, Quick Step, Trivela",80,78,81,86,36,44
W. Zaha,"LW, CF, LM",81,Right,3,5,"Technical, Flair, Quick Step",90,78,72,85,37,76
Danilo,"CB, RB",81,Right,4,3,"Long Ball Pass, Intercept, Anticipate",73,67,74,74,83,78
L. Dunk,CB,81,Right,3,2,"Power Header, Incisive Pass, Long Ball Pass, Slide Tackle",45,51,66,66,82,80
S. Berghuis,"CAM, CM, RW",81,Left,3,4,"Finesse Shot, Incisive Pass, Long Ball Pass, Whipped Cross, Technical, First Touch, Trivela",77,82,82,81,40,69
Danilo Pereira,"CDM, CB",81,Right,3,3,"Power Header, Incisive Pass, Intercept, Aerial",50,63,70,71,80,86
G. Kondogbia,"CM, CDM",81,Left,3,3,"Power Shot, Jockey, Intercept, Anticipate, Bruiser, Aerial",69,75,76,76,81,89
Felipe Anderson,"RW, ST",81,Right,4,4,"Finesse Shot, Rapid, Flair, First Touch, Trivela",87,78,77,85,63,73
Mário Rui,LB,81,Left,3,3,"Whipped Cross, Rapid",81,57,77,80,76,68
A. Milik,ST,81,Left,3,3,"Power Shot, Trivela",59,83,72,78,40,74
M. Arnold,"CDM, CM",81,Left,2,3,"Power Shot, Dead Ball, Long Ball Pass, Trivela",66,79,79,78,76,75
L. Trossard,"CF, LW",81,Right,4,4,"Long Ball Pass, Rapid, Flair, Trivela",81,80,78,84,30,61
William Carvalho,"CDM, CAM",81,Right,4,3,"Long Ball Pass, Tiki Taka, Flair, Press Proven",45,68,78,76,76,84
Lucas Vázquez,"RB, RW",81,Right,4,4,"Whipped Cross, Block, Rapid",81,73,80,80,73,69
Fred,"CM, CDM",81,Left,3,4,"Relentless +, Flair",75,69,79,81,76,70
G. Laborde,ST,81,Left,4,3,"Flair, Relentless, Trivela",72,81,76,79,40,79
Rui Silva,GK,81,Right,3,1,Footwork,"",,"",,"",
Anderson Talisca,"CF, ST, CAM",81,Left,4,4,"Finesse Shot, Trivela, Acrobatic",79,84,76,81,52,73
B. Bourigeaud,"CM, RM, RW",81,Right,3,3,"Dead Ball, Pinged Pass, Incisive Pass, Long Ball Pass, Whipped Cross, Trivela",73,77,82,81,67,76
G. Rulli,GK,81,Right,3,1,Footwork,"",,"",,"",
D. Zapata,ST,81,Right,4,3,"Power Shot, Power Header",75,80,63,77,35,85
Iñaki Williams,"RM, ST",81,Right,2,4,"Chip Shot, Rapid, Quick Step, Trivela",94,78,71,79,43,84
A. Kramarić,"CF, CM, CAM",81,Right,4,4,"Chip Shot, Technical, Flair, Trivela",72,81,76,82,32,74
M. Politano,"RW, RM",81,Left,4,4,"Finesse Shot, Whipped Cross, Technical, Trivela",83,77,78,84,42,55
Diego Carlos,CB,81,Right,4,3,"Long Ball Pass, Anticipate",67,47,63,67,81,77
H. Lozano,RW,81,Right,3,4,"Whipped Cross, Rapid, Quick Step, Trivela",93,76,72,82,41,61
Fabián Ruiz,"CM, CDM",81,Left,3,4,"Finesse Shot, Trivela",55,78,79,80,74,72
Adryan Zonta,"LWB, LB",81,Left,4,2,"",93,66,75,76,72,77
Rosival Dourado,"CDM, CM, CAM",81,Right,4,2,"Finesse Shot, Long Ball Pass, Technical",77,57,74,77,82,69
Adriano Bisesi,"ST, CF",81,Right,3,4,Power Header,78,84,62,72,33,72
Welington Dano,"LB, LM, LW",81,Left,4,4,"",79,54,76,79,75,74
Nailton Suzuki,"CAM, CF, ST",81,Right,4,3,Slide Tackle,82,73,77,82,52,71
Oswaldinato,ST,81,Right,3,2,Power Header,76,81,67,77,20,79
M. Almirón,"RW, RM",81,Left,2,4,"Rapid, Quick Step, Relentless",87,77,75,81,56,64
Reinildo,"LB, CB",81,Left,3,3,"Block, Intercept, Anticipate, Bruiser, Aerial",84,55,68,75,80,79
J. Clauss,"RWB, RM, RB",81,Right,3,3,"Whipped Cross, Anticipate, Relentless, Long Throw",83,69,76,78,70,70
A. Rrahmani,CB,81,Right,4,2,Long Throw,63,51,58,62,83,80
K. Adeyemi,"LM, RM, ST",80,Left,4,4,"Quick Step +, Chip Shot, Rapid, Flair, Acrobatic, Aerial",96,77,71,81,34,68
Gonçalo Ramos,ST,80,Right,4,2,"Finesse Shot, Press Proven, Aerial",77,78,65,77,47,82
Arnau Martínez,"RB, RWB",80,Right,3,2,Jockey,79,50,72,76,76,70
T. Kubo,"RW, ST, CAM",80,Left,4,4,"Technical, Flair, First Touch",84,75,76,83,40,60
D. Frattesi,CM,80,Right,4,3,"Tiki Taka, Press Proven",79,71,78,81,68,70
E. Elmas,"CAM, CM, LW",80,Right,4,4,"Technical, Flair, Trivela",75,73,76,84,66,69
J. Álvarez,"ST, CF, CAM",80,Right,4,4,"Flair, Press Proven",79,81,76,83,55,76
G. Mamardashvili,GK,80,Left,3,1,Far Throw,"",,"",,"",
Brahim,"CAM, CF, RW",80,Right,5,4,"Technical, Flair, First Touch",81,71,77,83,30,49
Florentino,"CDM, CM",80,Right,2,3,"Incisive Pass, Intercept, Slide Tackle, Bruiser, Press Proven",58,47,67,73,79,78
M. Edwards,"RW, LW, ST",80,Left,3,4,"Technical, Flair, First Touch, Quick Step",85,73,71,86,33,48
B. Kamara,"CDM, CM",80,Right,3,3,"Block, Intercept",68,54,72,73,80,79
J. Foyth,"RB, CB, CDM",80,Right,3,3,"Block, Anticipate, Slide Tackle, Bruiser",71,46,71,72,81,77
Zubimendi,"CDM, CM",80,Right,4,3,Trivela,64,65,74,75,78,71
M. Caicedo,"CDM, CM",80,Right,3,3,"Incisive Pass, Tiki Taka, Intercept, Anticipate, Slide Tackle, Relentless",74,63,72,77,77,74
T. Abraham,ST,80,Right,3,3,"Power Header, Flair",81,76,66,77,36,80
E. Palacios,"CM, CDM, CAM",80,Right,4,3,"Long Ball Pass, Intercept, Anticipate, Slide Tackle",64,74,77,79,79,73
Zubeldia,CB,80,Right,3,2,"Long Ball Pass, Bruiser",72,63,74,73,80,81
Diogo Dalot,RB,80,Right,4,4,"Slide Tackle, Technical",81,61,76,78,75,79
Fran Beltrán,"CDM, CM",80,Right,3,3,"Long Ball Pass, Tiki Taka, Intercept",58,56,78,77,78,66
Luiz Felipe,CB,80,Right,4,3,"Jockey, Intercept, Anticipate, Slide Tackle, Long Throw",72,29,61,68,81,74
F. Medina,CB,80,Left,2,3,"Slide Tackle, Bruiser",71,36,69,70,80,78
K. Danso,CB,80,Right,3,2,"Long Ball Pass, Bruiser, Long Throw, Aerial",78,32,55,62,79,85
N. Zaniolo,"RM, CF",80,Left,3,4,"Power Shot, Rapid",83,78,72,81,51,86
A. Laurienté,"LW, RW, ST",80,Right,3,4,"Dead Ball, Pinged Pass, Rapid, Trickster",84,76,75,82,35,47
Y. Fofana,"CDM, CM",80,Right,3,3,Intercept,69,67,74,77,78,79
Arthur Cabral,ST,80,Right,4,3,"Power Header, Flair",74,79,64,76,32,80
D. Hancko,"CB, LB",80,Left,3,2,"Long Ball Pass, Jockey, Anticipate",79,64,72,74,80,81
Ibañez,CB,80,Right,2,2,"Block, Intercept, Slide Tackle",85,32,45,60,82,81
Vitinha,CM,80,Right,3,3,Finesse Shot,69,68,79,85,70,66
S. Amrabat,"CDM, CM",80,Right,2,3,"Slide Tackle, Press Proven",68,71,77,79,74,80
Aleix García,"CM, CDM",80,Right,3,3,"Dead Ball, Tiki Taka, Press Proven",64,74,81,80,71,66
A. Wan-Bissaka,RB,80,Right,2,3,"Slide Tackle +, Block, Anticipate, Rapid",83,50,68,77,77,71
B. White,"RB, CB",80,Right,4,2,"Long Ball Pass, Block",72,30,70,74,82,77
Richarlison,"ST, LW, RW",80,Right,5,4,"Power Header, Technical, Flair, Trivela, Acrobatic",77,79,72,82,53,78
H. Barnes,"LW, LM",80,Right,4,3,Trivela,85,77,75,81,43,69
T. Koopmeiners,"CM, CDM",80,Left,2,3,"Pinged Pass, Long Ball Pass, Relentless",68,75,80,76,76,77
David Raya,GK,80,Right,3,1,"",,"",,"",,
Pau López,GK,80,Left,3,1,"",,"",,"",,
K. Tierney,LB,80,Left,3,3,"Jockey, Rapid, Long Throw",80,60,75,78,76,75
O. Zinchenko,LB,80,Left,3,3,"Incisive Pass, Flair",66,66,83,83,78,69
P. Estupiñán,LB,80,Left,3,3,Rapid,77,47,71,76,77,75
C. Mbemba,CB,80,Right,3,2,"Long Ball Pass, Intercept, Aerial",73,55,65,67,80,81
A. Martial,ST,80,Right,4,4,"Finesse Shot, Chip Shot, Technical",80,78,73,84,35,66
V. Lindelöf,CB,80,Right,4,3,Long Ball Pass,59,51,73,72,81,76
O. Watkins,ST,80,Right,4,3,"Chip Shot, Rapid, Relentless",84,79,68,76,46,75
J. Weigl,CDM,80,Right,3,3,"Incisive Pass, Long Ball Pass, Tiki Taka, Press Proven, Trivela, Long Throw",56,64,77,76,76,74
J. Omlin,GK,80,Right,3,1,Footwork,"",,"",,"",
E. Buendía,"RM, CAM",80,Right,4,4,"Pinged Pass, Slide Tackle, Technical, Flair, Trivela",69,74,81,83,66,71
Aritz Elustondo,"CB, RB",80,Right,3,2,"Long Ball Pass, Jockey",64,39,64,61,80,77
André Silva,ST,80,Right,3,4,"Chip Shot, Flair",74,80,70,81,46,77
M. Arambarri,"CDM, CM",80,Right,3,3,Long Ball Pass,62,65,74,76,79,78
David Neres,"RM, RW, CAM",80,Left,3,5,"Finesse Shot, Power Shot, Technical, Flair, Trickster, Quick Step, Trivela",86,75,75,86,43,64
Pepê,"RM, LM, RB",80,Right,2,4,"Technical, First Touch, Trickster, Quick Step",86,68,71,83,62,60
K. Mitoma,LM,80,Right,4,4,"Finesse Shot, Technical, Quick Step, Trivela",84,73,74,85,57,65
G. Chiellini,CB,80,Left,3,2,"Power Header, Jockey, Slide Tackle, Bruiser, Long Throw",64,46,60,58,81,82
Jesús Navas,"RB, RM",80,Right,2,4,"Whipped Cross, Rapid",82,68,79,80,76,55
C. Vela,"RW, LW, ST",80,Left,2,4,"Finesse Shot, Dead Ball, Pinged Pass, Whipped Cross, Technical, Flair, Trivela",77,79,77,82,29,63
E. Lamela,"RW, CAM",80,Left,3,4,"Finesse Shot, Technical, Flair",79,77,78,83,54,69
S. Mignolet,GK,80,Right,3,1,Footwork,"",,"",,"",
C. Bravo,GK,80,Right,3,1,Far Throw,"",,"",,"",
D. Ospina,GK,80,Right,3,1,"",,"",,"",,
Adán,GK,80,Left,3,1,"",,"",,"",,
G. Wijnaldum,"CM, CDM",80,Right,4,3,Flair,68,72,77,80,77,74
F. Muslera,GK,80,Right,2,1,"Far Throw, Footwork","",,"",,"",
J. Henderson,"CM, CDM",80,Right,3,3,"Long Ball Pass, Anticipate",61,73,80,77,76,78
M. Arnautović,ST,80,Right,4,4,"Flair, Press Proven, Trivela",74,79,78,79,44,80
L. Bonucci,CB,80,Right,4,2,"Power Header, Incisive Pass, Long Ball Pass, Intercept",47,59,70,71,82,75
M. Darmian,"CB, RWB, RM",80,Right,5,3,Jockey,71,59,73,76,83,71
Rafael Tolói,CB,80,Right,3,2,"Jockey, Bruiser",67,52,59,65,82,82
P. Aubameyang,ST,80,Right,4,4,"Finesse Shot, Chip Shot, Rapid, Flair, Trivela",83,81,72,77,35,64
F. Coquelin,"CM, LM, RM",80,Right,4,3,Slide Tackle,67,68,78,79,78,79
De Marcos,RB,80,Right,3,4,Whipped Cross,79,64,75,75,77,79
J. Cuadrado,"RM, RB, RW",80,Right,3,5,"Whipped Cross, Technical, Flair, First Touch",88,73,78,84,74,68
J. Corona,"RW, LW",80,Right,5,5,"Chip Shot, Whipped Cross, Technical, Flair, Trickster",81,65,79,86,73,67
N. Gudelj,"CB, CDM",80,Right,2,3,Power Shot,55,73,78,70,79,85
O. Baumann,GK,80,Right,1,1,Footwork,"",,"",,"",
J. Matip,CB,80,Right,2,2,"Jockey, Block",61,46,67,70,81,77
Isco,"CAM, LM, CM",80,Right,3,4,"Finesse Shot, Pinged Pass, Technical, Flair, Trivela",62,72,80,83,59,56
Jonathan Viera,"CAM, CM, LM",80,Right,4,4,"Dead Ball, Pinged Pass, Long Ball Pass, Tiki Taka, Technical, Flair, First Touch",80,74,79,80,63,72
Sergi Roberto,"RB, CM",80,Right,3,3,"",74,63,79,77,75,73
Oriol Romeu,"CDM, CM",80,Right,3,2,"Intercept, Bruiser",43,54,69,67,79,82
C. Biraghi,LB,80,Left,3,3,"Dead Ball, Whipped Cross",76,69,78,77,76,75
M. Icardi,ST,80,Right,4,3,"Power Header, Trivela, Aerial",67,81,69,73,40,72
J. Veretout,"CM, CDM",80,Right,3,3,"Long Ball Pass, Press Proven, Relentless",74,75,78,79,76,80
Deulofeu,"CF, ST",80,Right,4,4,"Tiki Taka, Technical, Flair, Trivela",90,79,76,86,30,67
Suso,"RW, CAM",80,Left,3,4,"Finesse Shot, Pinged Pass, Whipped Cross, Technical",72,76,80,83,32,51
L. Spinazzola,"LWB, LM",80,Right,4,4,"Whipped Cross, Rapid, Quick Step",91,64,72,79,76,69
Edgar Badia,GK,80,Right,3,1,Footwork,"",,"",,"",
M. Sabitzer,"CM, CAM, CDM",80,Right,4,3,"Power Shot, Intercept, Trivela",69,81,80,80,72,75
N. Füllkrug,ST,80,Right,4,3,"Power Header, Aerial",62,83,70,74,40,78
L. Ocampos,"RW, LW",80,Right,3,4,"Power Shot, Rapid, Flair, Relentless, Trivela",79,80,77,81,62,83
T. Savanier,"CAM, CM",80,Right,5,4,"Dead Ball, Pinged Pass, Incisive Pass, Long Ball Pass, First Touch, Trivela",62,75,83,82,68,70
Matheus,GK,80,Right,3,1,Far Throw,"",,"",,"",
Saúl,"CM, LM, LWB",80,Left,4,3,Finesse Shot,69,76,76,78,77,75
E. Forsberg,"CAM, CF",80,Right,4,4,"Pinged Pass, Technical, Flair, First Touch, Trivela",65,73,82,82,36,61
M. de Roon,"CDM, CM, CB",80,Right,3,3,Relentless,69,70,71,72,82,83
H. Ziyech,"RW, CAM",80,Left,2,5,"Technical, Flair, First Touch, Trivela",74,75,83,81,50,64
H. Mukhtar,"CF, ST, CAM",80,Right,5,3,"Technical, Flair, First Touch, Quick Step, Trivela",82,75,80,82,44,64
N. Tagliafico,LB,80,Left,2,3,"Power Header, Slide Tackle",79,56,72,75,78,80
Álex Moreno,LB,80,Left,3,3,"Rapid, Flair",87,69,73,77,76,70
H. Traoré,RB,80,Right,3,3,"Rapid, Long Throw",82,57,72,76,75,78
M. Pašalić,"CAM, CF, CM",80,Right,4,4,"Long Ball Pass, Trivela",73,78,76,80,67,77
V. Muriqi,ST,80,Left,3,3,"Power Shot, Power Header, Trivela, Aerial",55,82,63,73,29,82
V. Rongier,"CDM, CM",80,Right,4,3,"Pinged Pass, Press Proven, Relentless",68,65,75,78,76,80
David Soria,GK,80,Right,3,1,"",,"",,"",,
A. Marušić,"LB, RB",80,Right,4,3,"Rapid, Long Throw",88,66,67,74,76,82
R. Bensebaini,"LB, CB",80,Left,4,3,"Block, Aerial",77,70,72,77,79,79
Joan Jordán,"CM, CDM",80,Right,4,3,Slide Tackle,56,76,79,77,70,75
Álex Berenguer,"LM, RM",80,Right,4,3,"Finesse Shot, Rapid, Trivela",82,75,76,82,64,66
M. Dmitrović,GK,80,Left,2,1,Far Throw,"",,"",,"",
Nuno Santos,"LW, LWB",80,Left,3,4,"Chip Shot, Power Shot, Flair, First Touch, Relentless",83,81,76,80,67,69
E. Ávila,"ST, RM, LM",80,Right,5,3,"Power Shot, Long Ball Pass, Relentless, Acrobatic",78,81,65,78,45,85
Maikel Catarino,"RB, RM",80,Right,3,3,"",76,51,70,77,77,72
Héniton Pires,GK,80,Right,3,1,Far Throw,"",,"",,"",
Heberto Gaúcho,"CB, CDM",80,Right,3,2,Power Header,71,61,57,63,82,80
Laure Santeiro,"CAM, LM, LW",80,Left,5,4,"Technical, Flair",80,72,77,82,26,45
Tony Abranjes,CB,80,Right,3,2,"",67,39,55,58,81,85
W. Endo,"CM, CDM",80,Right,4,3,"Slide Tackle, Press Proven, Relentless",67,68,73,80,79,75
X. Simons,"CAM, LW, RW",79,Right,3,4,"Chip Shot, Tiki Taka, Technical, Flair, First Touch, Trivela",87,73,76,83,61,74
T. Almada,"CAM, CM, CF",79,Right,4,4,"Finesse Shot, Pinged Pass, Rapid, First Touch, Quick Step",86,74,75,83,51,62
R. Gravenberch,CM,79,Right,4,4,"Technical, Flair, Trivela",72,76,78,83,68,72
M. Carnesecchi,GK,79,Right,3,1,"",,"",,"",,
Yeremy Pino,"LM, RM, ST",79,Right,4,3,Rapid,76,73,76,79,38,46
M. Simakan,"CB, RB",79,Right,3,2,Slide Tackle,74,43,64,68,80,80
M. Kudus,"RW, CAM",79,Left,3,4,"Technical, Flair, First Touch",90,74,71,84,59,75
F. Balogun,ST,79,Right,4,3,Flair,80,79,62,77,23,69
W. Fofana,CB,79,Right,3,2,"Jockey, Intercept, Slide Tackle",73,37,55,66,81,77
J. Timber,"CB, RB",79,Right,3,3,"Jockey, Intercept",78,47,67,77,80,80
G. Raspadori,"CF, ST, LW",79,Right,5,4,"Finesse Shot, Technical",81,78,68,81,27,59
P. Hincapié,CB,79,Left,2,3,"Jockey, Block, Slide Tackle",82,40,64,72,79,77
Gonçalo Inácio,CB,79,Left,2,2,"Incisive Pass, Long Ball Pass, Intercept, Aerial",80,36,61,61,80,78
L. Geertruida,"RB, CB, CDM",79,Right,3,2,"Power Header, Jockey, Anticipate, Rapid",78,53,69,75,79,80
P. Schuurs,CB,79,Right,3,2,Block,72,64,74,69,81,75
J. Šutalo,CB,79,Right,3,2,"Long Ball Pass, Intercept, Anticipate",77,32,61,72,80,79
Nico Williams,"RM, LM",79,Right,5,4,"Rapid, Flair, Quick Step, Trivela",93,73,72,83,33,60
J. Gomez,"CB, RB",79,Right,3,3,"Block, Long Throw",82,27,68,70,79,77
A. Disasi,CB,79,Right,2,2,"Block, Bruiser, Aerial",49,48,53,56,80,84
E. Eze,"CAM, CM, LW",79,Right,3,4,"Technical, Flair, Trivela",77,76,77,82,49,68
V. Castellanos,ST,79,Right,3,3,"Power Header, Technical, Flair",76,79,69,76,42,78
A. Gouiri,"ST, LM, LW",79,Right,3,4,"Finesse Shot, Technical, Flair",76,81,76,80,45,71
C. Baumgartner,"CAM, CM, CF",79,Right,3,4,"Technical, Flair, First Touch",75,73,74,81,45,59
J. Todibo,CB,79,Right,2,3,"Long Ball Pass, Jockey, Block",74,47,63,67,80,78
K. Thuram,"CM, CDM",79,Right,3,3,"Incisive Pass, Press Proven, Relentless",72,72,77,78,77,79
S. Boey,RB,79,Right,3,3,"Jockey, Intercept, Anticipate, Technical, Relentless",86,55,65,75,76,84
Vivian,CB,79,Right,2,2,Power Header,75,48,56,62,80,78
Matheus Nunes,"CM, LM",79,Right,3,3,Press Proven,83,71,74,81,73,77
Carlos Augusto,LM,79,Left,2,2,Technical,79,70,76,79,76,80
M. Di Gregorio,GK,79,Right,3,1,"",,"",,"",,
M. Guendouzi,"CM, CF",79,Right,3,4,"Pinged Pass, Tiki Taka, First Touch",74,69,78,78,74,81
Douglas Luiz,"CDM, CM",79,Right,2,3,"Finesse Shot, Dead Ball, Flair, Press Proven",66,72,82,78,74,72
Cucurella,"LB, CB, LWB",79,Left,3,3,"Block, Intercept, Flair, Press Proven, Acrobatic",75,68,77,79,75,74
R. Baku,"RB, RW",79,Right,4,3,Rapid,81,73,74,81,72,77
L. Majer,CM,79,Left,3,4,"Pinged Pass, Technical, Flair, First Touch",66,73,81,83,60,67
